demand_point_index,x_coordinate,y_coordinate,2010,2011,2012,2013,2014,2015,2016,2017,2018
13,13.5,0.5,0.39994383312391263,0.7716968665310188,1.4152071257202758,4.131216576139586,4.932294643888882,8.543593605605851,13.156493039488266,19.411242598197603,21.438910586866466
14,14.5,0.5,0.41484812716816033,0.7934043235068442,1.1735092458024063,2.4254520797028296,5.334341747280642,7.514479515420355,12.641713780106063,15.196772837899868,20.46925607338956
15,15.5,0.5,0.4876637561856138,0.9800869340032817,1.4779860555096198,3.687864876665343,5.448199800551582,9.801252697263552,11.58853890748541,17.098007863726,22.483464866796186
16,16.5,0.5,0.5229833104731056,0.873165379687558,1.698496253355424,3.748874624525752,6.006351705849676,9.66088110622698,12.932134841811358,16.299287581254053,23.040348304242805
17,17.5,0.5,0.41898902461475734,0.959032970510121,1.549865427495581,3.6234707347137154,5.672570034137223,9.32251011113468,12.120632169419691,15.952908326130931,22.274972587961585
18,18.5,0.5,0.37507974215699147,0.7587875510689946,1.4257460920814105,3.955870628951189,6.019918998604709,8.542997094648571,11.514167595680744,17.835597545287595,20.117528755467735
19,19.5,0.5,0.3390772231069662,0.7425058023862345,1.2779268583868517,3.7354197763012165,5.409353015040636,8.334803439513127,11.297445811182355,16.620368658204956,18.328206470824977
20,20.5,0.5,0.316241496331751,0.7505534595206472,1.292959978622595,3.835199213635498,5.356258251209674,8.968361298710024,10.375175179058722,19.293653610485297,19.869475847513602
21,21.5,0.5,0.39508995801330205,0.7147902824704891,1.2567895379977938,2.8268730565078655,4.994441796123094,8.834654439979348,12.186952379521426,20.016464658898474,18.872922370298763
22,22.5,0.5,0.3922754750746071,0.8062062461580074,1.3692660772071745,3.0712038429355912,5.152478844397,9.10768650221134,12.321186856587126,19.506804228179643,22.01370651887067
23,23.5,0.5,0.3902617268403657,0.7852900864567159,1.1028491956043625,3.082459404590939,5.913194098175417,9.690663727147436,12.620054509318042,20.47863753473088,21.78239716887775
24,24.5,0.5,0.41767629853432725,0.689809908653605,1.064510405536214,2.852297654502485,5.375611486952066,9.203549489955062,12.970358495753036,16.789750197231918,21.234603550430585
25,25.5,0.5,0.3663132046334367,0.7459263230723235,1.2608896496028201,2.906768817313526,5.425634014206383,8.796074888770972,11.983298142869078,18.602615194469287,17.696545417843538
26,26.5,0.5,0.4549098594523717,0.8335371314516722,1.162364507800508,3.1210287328831523,5.0897664911596285,7.353152111142246,9.970982251213771,15.082589131637775,18.315505400784616
27,27.5,0.5,0.45564294955413703,0.7871370389229863,1.214728100081666,3.3334339727311773,5.30733622073864,7.4463155983756835,10.39005024794749,15.433554947053711,18.087088138247815
28,28.5,0.5,0.45499105938982876,0.9621778509226392,1.2582855083552655,4.36606823458633,6.763426260632807,7.613989974459965,10.279124201203576,15.021031094373482,16.623120442296564
29,29.5,0.5,0.5054563815592169,0.860671489387541,1.1114055166064465,3.977924680680769,6.910667049635902,9.431559396354823,12.283024985945323,15.228914213003703,19.0166283483394
30,30.5,0.5,0.5894597206086774,1.0390378835903114,1.4369959422150238,4.052949346720006,6.041893488718877,9.277403289142777,14.774308369332442,19.743713850072965,23.380574255442845
31,31.5,0.5,0.7219604947253848,1.5756542810882785,1.5782239917941143,4.4735233446111895,7.789671707175874,11.192594310101827,16.207555417056152,26.085757483090042,28.84659655262563
32,32.5,0.5,0.7508436293004999,1.660162486725819,1.7257321300938895,5.05187727688268,8.308519608055455,14.146222462505863,20.325701092408035,27.958458279924116,33.71383836943252
33,33.5,0.5,0.7479671178102063,1.6778497420643947,1.838951298344396,4.838693130272492,9.981258126747637,16.75167915253973,22.992152195538324,33.62214505113697,38.991514867219244
34,34.5,0.5,1.3255340394971489,2.3915302122531368,4.5794642913728465,9.267150617474208,18.667669667281267,19.319580881690623,28.274828998648346,36.62995564627257,44.35957610917228
35,35.5,0.5,0.8618258272947705,1.5867584094983789,2.7439482350438023,5.93708203862608,13.508640487578464,17.77576930894763,30.40598766057943,33.1055940496973,46.0347872384287
36,36.5,0.5,0.8414963025024333,1.7299022297356732,2.9303354296677533,6.092178053306326,14.775249492207074,22.23028155241736,29.412045621870583,37.494593298150015,49.53452938939954
37,37.5,0.5,0.809080791318455,1.5480849926920948,2.7481405780125336,6.609089842744307,14.211062631079601,21.030342277923186,27.226223171400708,31.076019475477327,47.98200870480082
38,38.5,0.5,0.7739661529222679,1.6506232338626803,2.727968807688432,6.9477424252579025,16.001120822956423,23.203020087030843,30.23996622025722,32.562785863549585,50.17141410083807
39,39.5,0.5,1.1556027785655771,2.1557792908654614,3.3506801304883735,8.497388537214558,17.132832263982504,21.21446001290848,29.453039230667653,33.513335573852494,51.78221801340461
40,40.5,0.5,2.2395771074020248,3.8427035927578617,6.86328639874411,17.219117567136262,32.891224539781334,44.405551873500514,55.207153105535504,63.878497655411074,91.94666015914083
41,41.5,0.5,2.1135459373121437,4.350575630669539,6.898328559548089,16.789911390093344,24.643373425097945,37.41129273684493,51.1970442638649,61.3972703407845,74.87789523325968
42,42.5,0.5,1.5163928778005715,2.845399469653833,5.067793785778393,10.088390042100626,24.64699156003606,33.394636711169746,43.412865225857566,48.41668619298418,64.12696590908816
43,43.5,0.5,0.843202916635426,1.4980625555681417,2.4106837087564963,5.689957175508719,14.437536594309071,20.48934283700108,26.904544422111098,40.47405965861434,46.34559152261922
44,44.5,0.5,0.5617315074109461,1.4808519799874449,2.015874654834889,6.475952292094266,9.933764565465866,15.789650159047627,21.016037090539974,31.664106775267868,35.59819878205629
45,45.5,0.5,0.4795746896097715,1.2229554824624609,2.4324207976463086,6.15742079267131,11.028736405296733,11.905372330887197,18.3113926967551,25.359434574358403,28.459596148943273
46,46.5,0.5,0.45340609086948175,1.1776979740912128,2.323124130271469,5.468101420225597,10.634171412985676,13.227554935645417,17.451188343915696,25.426714633127254,28.766170867886846
47,47.5,0.5,0.6629918881697381,1.5591680746290597,2.031443284519597,6.74492397613609,12.288798589614109,15.459975005558825,26.259018046482318,36.275373528475576,40.785805970513735
48,48.5,0.5,0.7264400212843865,1.5401351697861323,2.3705319280466353,6.174644173392989,14.687515464063692,20.525184727143735,27.790928023749043,46.67116784629578,44.321731481405955
49,49.5,0.5,0.7264095795004252,1.435175184578343,2.243169677953018,6.388029145260262,14.151255000242138,19.51125344550962,26.29706904412966,37.97917787588642,40.39513350383882
50,50.5,0.5,1.5968769122734365,3.2526082331536275,4.754353842752936,11.143181812891266,23.236836360595852,26.47001468370239,38.06937574442172,40.950228956305686,55.85269885026938
51,51.5,0.5,2.2430625835303224,3.8593276041800877,5.79329862583458,15.936376371475532,25.885848937188225,38.25329200859349,47.739419185357974,49.722955458956264,90.68143011779051
52,52.5,0.5,3.3016128739479664,5.225219825695389,11.656577301039832,26.388581967140425,37.713028134929424,59.4105523295555,73.95283991583538,98.5275810340366,124.0568083887404
53,53.5,0.5,2.7039673738312477,3.794767736144619,5.640609091389832,12.998881670016821,22.2669229374891,39.05595281695626,45.64294578460202,49.034864509309855,65.52426792739236
54,54.5,0.5,2.5554548588945525,4.45528933652508,7.155979568770566,16.095498539618706,28.23459116651123,44.197228092146645,53.831189656592066,69.61604021558034,82.4146975026878
55,55.5,0.5,1.248829020337185,3.4539644960981586,4.366567576634279,11.157763020488215,19.332016962130897,28.8439676420492,37.5122481898252,36.14505455913655,68.69883278496435
56,56.5,0.5,1.3511590061923884,3.057841148840581,4.677578712111624,13.173874609642434,23.048290256578284,35.75558015085829,43.311961775179725,49.64807217737113,80.4054219658082
57,57.5,0.5,0.6004914731661526,1.542728629624396,2.339364130970129,8.9408945391929,17.09117382859039,24.563584063735796,31.472332810190288,38.201906651861734,55.53590400209032
58,58.5,0.5,0.4652884641949799,1.0669441250916332,1.7997960177313657,6.280311810152638,13.693590940284993,19.640450853323323,25.748226854427376,30.315740136208976,43.25574036435929
59,59.5,0.5,0.5391870092044149,1.1051945533896648,1.947591737563604,5.406497453269018,13.972633323237426,19.045068791643516,27.894453229679936,29.46121282351313,44.82308365286251
60,60.5,0.5,0.8215184353869553,1.9090715233429714,3.46451114509539,6.901028860337056,13.304879000668338,16.11423887943287,21.8770014643331,31.064625314629435,38.205990247027856
61,61.5,0.5,0.55659940551099,0.9651578962943945,1.994729988604845,5.787149314371461,10.147510983254051,13.589077415965134,17.704529649830892,25.947593551318754,32.043842744015066
62,62.5,0.5,0.4272348811211349,1.010191255793621,1.6613806839391214,4.712628176405198,10.643456054817868,13.643564144653853,18.963769324713848,25.337193133653944,34.209596466800676
63,63.5,0.5,0.41246877463486464,1.0667508466997595,1.4668293008694502,4.441850616098712,11.284333568982142,16.691635987534955,20.854941120425973,26.41092724546469,35.824425930397375
64,0.5,1.5,0.2984669336713455,0.5960613764733359,1.6284926960489858,4.24428395084492,6.809984473207292,7.572224427051104,10.214193452842668,13.68549786172717,16.199515055145824
65,1.5,1.5,0.270703896594704,0.5834095300768475,1.1029184682350823,2.3856375407073296,4.25109895904145,6.573512919118941,7.761605521811356,10.8653452290619,13.3498771376749
66,2.5,1.5,0.28583048432631014,0.5164627036421432,1.0826771374233728,2.357384187784517,4.17919933347939,6.570331202710172,8.558600445898927,11.089783833764207,13.92592108371209
67,3.5,1.5,0.3664584311609712,0.6096583207887245,1.043055489552465,2.5482265005904945,4.047111454229576,6.764784548054903,8.69508057164543,13.049228091632061,15.375054486043577
68,4.5,1.5,0.4028289818296795,0.7176295706167857,1.1170465521595552,2.6487355214261474,4.446341943564957,7.162778616836507,9.412148155000393,12.74394473900356,16.1706401362646
69,5.5,1.5,0.40248706928199046,0.735985881100381,1.2311157180980499,2.6935105307883225,5.172755141012333,7.109611056069081,10.955539657919058,12.823775394415236,14.83986473893303
70,6.5,1.5,0.49245534970692323,0.8682105277925378,1.7361001966366232,4.324878092297786,5.247061028618997,9.418123421023727,13.520887317243222,15.966127634629544,22.090614211935286
71,7.5,1.5,0.5646583098545671,1.04045325624786,2.225521707152439,5.1552243438210406,8.080873595591854,12.164413225018624,17.11767109911657,22.209640448395263,30.88811615854634
72,8.5,1.5,0.7716744856394708,1.1540328903462787,2.666360075556498,5.940473396409976,11.078683261761718,16.732262327012414,19.90355346872474,23.282848682538823,29.83996578458518
73,9.5,1.5,0.4469319278026091,0.8160437770249777,1.7753352448886954,4.747265780862665,6.629127647552701,11.377436444703848,15.071282171543936,22.880654825966005,29.170354511794788
74,10.5,1.5,0.48348152072935924,0.8279188687282609,2.1335758420817736,5.7957298009662,9.891696232672697,13.770932368061205,20.457186150255723,30.196321503865686,33.52569275846464
75,11.5,1.5,0.4385545211568673,0.8808337506209419,2.4845642254337923,5.289402089645885,10.542685732186028,12.605527879602507,18.87593300605382,24.83275943749907,28.908415219661716
76,12.5,1.5,0.4613799959519991,1.019632335554379,1.8648648802810364,4.190924407524957,6.893806998902488,10.926821047089339,15.424064851519613,23.470513989418915,27.417583360645985
77,13.5,1.5,0.3809051268850693,0.8644095037605526,1.0856731752514874,3.5134266969233106,4.30183365135694,7.04806986490971,10.35831626027145,14.94993093277971,18.541658522688056
78,14.5,1.5,0.3984362596101763,0.8499704079310796,1.2908680976883418,3.751190736029173,4.745059521819681,7.3992240962239695,11.193262383633902,16.713343218675345,17.8290606271987
79,15.5,1.5,0.5108049759875222,1.0645089050198882,2.2068492869751024,5.082650097145759,8.849487852408677,10.385218045168806,13.763324946316727,18.810502172255486,24.701821617773874
80,16.5,1.5,0.6694549664203676,1.3134193957937894,3.208516854138401,5.996730602633283,11.491079919320576,14.274118995186331,21.087884287018397,25.065679417915526,31.160932240280257
81,17.5,1.5,0.5446809960999752,0.9709984423639604,2.2720948480279697,5.678692886102659,9.15930799689149,12.184825175097076,18.94899583577421,25.68077247420675,26.323768699092025
82,18.5,1.5,0.5255494940050092,1.0185094315110395,2.2355092876674565,5.324067565685643,9.32090380445803,11.895335133738573,16.326846900014942,25.931529694581638,24.727188437652334
83,19.5,1.5,0.3942555198742572,0.8173533867285321,1.598414326281454,5.343710783460263,7.0513899690249,10.544492806162244,13.190759424145584,21.692639635193128,23.039255203966484
84,20.5,1.5,0.42296400358361846,0.723039817267905,1.9528413028533669,5.581801621718234,7.744095544210923,10.128610788047897,14.101203017957348,20.298786217787747,22.604004986752923
85,21.5,1.5,0.4269829119743386,0.8510090710618169,1.7972299841621422,4.36433711536322,7.358483427403352,10.61055182308404,13.126825731355407,22.623126013731778,24.629553530094615
86,22.5,1.5,0.44247638688823665,0.8299343064848498,1.6859938101072007,3.9786589961276664,6.687564729843581,10.278264098528394,14.012552223601011,24.152226464194612,26.660848104594432
87,23.5,1.5,0.5561205331092998,0.9003060066728209,1.8852536774525714,5.181390318406755,7.872000663967801,13.049967222118118,18.969935816076323,26.749557062319855,32.34617956505166
88,24.5,1.5,0.5255680406177395,0.9450488089986523,2.057275172214904,5.188977292458793,8.825751517939109,12.53473930835938,18.26193168945035,26.894332290060213,32.64847267506007
89,25.5,1.5,0.44277633095163743,0.8538393436748134,1.587344951222455,4.044104776369933,6.2297122840277765,10.438936815317224,14.005403864528887,21.281017024727994,22.811884887637497
90,26.5,1.5,0.39847514041974436,0.8788345060599672,1.1918687822413498,3.8450242795289293,6.672345365702476,8.49747879668881,12.922454636569634,17.214590561237994,21.15952675880751
91,27.5,1.5,0.47697591305029446,0.7980940040851502,1.2085902370508974,3.117939104928902,6.089535102359176,8.232909146913082,12.434922999414667,16.71734946851101,19.330882028708885
92,28.5,1.5,0.4717325403954478,0.8198808731776611,1.2143209795165444,3.1661052584987366,5.3008627251127844,7.261315861784254,10.977378284653586,16.955202749097044,18.946897539450063
93,29.5,1.5,0.5157412536600726,0.9087267625997187,1.2371834975087241,3.8585157521479774,5.53906156117469,7.506995531735203,11.005217646718364,16.81512574556989,20.11162682330391
94,30.5,1.5,0.5141745561743868,0.9747635346247826,1.2273908363590216,3.8824640616083523,6.8142660352123645,8.355195671578905,14.94598130380701,20.93156256285248,20.779682837014295
95,31.5,1.5,0.5521900480704004,1.3244139098834529,1.3897425106980208,3.7318811680514004,6.976745582488208,9.139446489548005,17.155143956162426,24.774789116419313,28.825389555510345
96,32.5,1.5,0.4687043864694456,1.22328016766782,1.3948585042368584,4.157691352619349,7.059668565849339,11.08649761405398,15.963548895989284,22.580611142066356,24.89119707834997
97,33.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,34.5,1.5,0.8661732423694157,1.480413507829925,2.417947286580985,5.424825064802039,12.380974936668862,15.07159702680264,24.67790346164598,34.15381452595363,47.59681523612087
99,35.5,1.5,1.356063105393945,2.4980635307565686,4.7962713959778505,11.496857131733309,19.74404814415194,28.386921459807784,37.27133260851898,41.79341031980575,59.78012641906668
100,36.5,1.5,1.480487672812344,2.8950202283716107,5.732232408759746,14.83864733947194,25.553712322962365,36.61872297881546,44.76264972104176,51.72266058120059,76.27967511080261
101,37.5,1.5,1.0576772610943959,2.252155781893537,4.235552947071413,10.119315665824173,20.231640843039088,27.01315822472961,33.15534486011791,34.15421263995069,64.20079671007963
102,38.5,1.5,1.3388774273367832,2.5237662674971797,4.217090226196782,14.083299586825882,25.326188627810502,35.33891858787536,39.716144872971256,45.62975570648809,76.78872919907083
103,39.5,1.5,1.6801807280278895,2.8136236557226892,4.652373494739684,13.695369886589635,20.47821240668895,27.49236249369655,32.98938094203845,37.48180794035243,67.29912093425594
104,40.5,1.5,2.393156241588697,4.151530903791492,5.775528978541903,24.599498785297463,37.02513899891866,50.40546556496003,75.2215034626729,73.10261725980409,120.69795177684098
105,41.5,1.5,2.2031124031925255,2.936292876457315,4.5092968873106205,10.432025969682574,23.294962829942023,34.35500416308771,39.25429747083453,45.29033300436425,76.33602398595772
106,42.5,1.5,1.7006702576770858,3.053235045071603,5.8220553421620895,11.211001363585495,21.171278654124553,32.73580446843752,44.22053520556787,44.0172840491492,58.60902950796155
107,43.5,1.5,0.1209327790667877,0.21828433785044538,0.43589573976739043,1.2828469318035902,2.700043883103313,3.9264539245693157,4.597611407084311,5.570522926889217,8.798902210636339
108,44.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,45.5,1.5,0.5990195985291957,1.3423313990495922,1.8031032611460787,5.281500700222666,11.71639035792916,17.586812593570198,25.951748595758904,34.595597267456355,41.506818901066474
110,46.5,1.5,0.5853134760148012,1.256853626170424,1.9270105350755835,5.582797205185192,8.947991410439407,14.951401050890588,22.347363503965624,30.555114495692493,36.77434322981575
111,47.5,1.5,0.5632027703290174,1.3898140601278552,2.7200285563677307,6.309190909699251,13.439770122727003,19.28641991432855,28.296273800419733,33.30987152880898,43.99276764540258
112,48.5,1.5,0.6570991093294368,1.4299703023566863,2.6483761916115904,6.051959434616443,13.814949394352512,18.568105644684554,26.315782804412432,34.66076918621233,42.545037098045206
113,49.5,1.5,0.8795423398604815,1.5018857040089857,2.713825034960968,5.941001507768907,13.934456162615367,18.385146903218118,28.531953421694418,29.79018712898618,40.27709401850868
114,50.5,1.5,1.1037387117207853,2.2444494342547556,3.8044116468885374,8.422169426082665,19.199051391484065,27.11261698872929,29.11654903834252,35.08168009940626,47.951403552958546
115,51.5,1.5,1.7023611697563952,4.268178179394917,6.7058922454381165,14.861602873270725,27.852684631057105,37.83798541856734,51.47549356716139,61.42021410129259,80.66629875017118
116,52.5,1.5,2.6653904173666585,4.570317611836548,7.686595067185089,17.197903492209004,32.53297658091678,39.95798121170223,48.38338858203233,63.661007634972854,86.92346803522204
117,53.5,1.5,1.4467071780587848,2.9009558718257322,3.8381928563793775,9.202311315932059,14.733248594798559,22.631702072420804,27.09143305350963,28.25526126681187,48.88434609804502
118,54.5,1.5,0.7443233971620965,1.4768377426512498,2.327632679243439,7.583990530710893,15.693118017872727,19.816389626982144,29.661013537143056,26.21351753165114,43.12313960508162
119,55.5,1.5,1.163550684127958,2.0695949358536048,4.053761210926754,11.126249527848993,15.536412774545466,25.041846700686573,33.14096865837059,32.8442275351978,58.00068739179717
120,56.5,1.5,0.9976261060056493,1.7713737490259394,3.202906863778628,8.682202408536947,15.84938125334323,26.33781953238124,33.71463693079739,38.977367528248266,54.76154582906803
121,57.5,1.5,0.7387427397464705,1.7705451062364956,2.8663050718113188,6.571843946310682,14.038308999774603,21.198507373913284,26.84274547983792,32.40308556284185,40.88789976186269
122,58.5,1.5,0.8819374441534448,2.3262450963874315,3.2965927603226577,8.218037094857806,14.298462766354499,20.263056260780886,25.43786351246461,30.354702329918045,37.30110183253706
123,59.5,1.5,0.7288483093940834,1.2140937272992038,2.195034163950967,5.062526923047247,12.65412319911839,19.950530020830833,23.04302338587088,33.168157483301776,41.16053506924831
124,60.5,1.5,0.167767735848047,0.3648769771313483,0.7083745563917692,1.5265937597256576,2.7749156727577553,3.5144161676024788,4.191715169405501,5.952044855691233,7.36745322224585
125,61.5,1.5,0.13267845452030944,0.2644625191416147,0.4846192970732463,1.0786206187638014,2.321590230048477,3.009161191187741,4.051305069201538,5.362573844773333,6.826865896761101
126,62.5,1.5,0.14571531257772863,0.3184521695791251,0.6164114801526833,1.1952291811491382,2.7734049233373956,3.3446296188533378,4.928899448945482,6.13350157068282,8.242493530466817
127,63.5,1.5,0.6370221220592882,1.2028750812334312,2.366311849467933,5.869452419524309,11.817076345908186,19.531834585332714,23.531187864150766,23.582591363179848,34.08673871394031
128,0.5,2.5,0.2825907782288454,0.5374471517770341,1.6667220851587385,4.420009894393376,6.888568269445114,7.602366785588778,10.288642214232313,14.299407059732832,15.487622243124374
129,1.5,2.5,0.31109371267025154,0.5644357674711382,1.2396156217213898,2.955518319128507,4.980707134976444,6.730251512558177,9.006405608013589,13.991267298663278,16.724512635515502
130,2.5,2.5,0.3270939150687896,0.5963915951461358,1.3342379491145957,3.3386036127502035,4.98004436903699,8.02992361691393,9.904030105970083,13.310480951391476,18.259066313910502
131,3.5,2.5,0.37523669471293986,0.6507091303792274,1.3856636726285092,3.5287025702315877,4.921407590669947,7.939713817219188,10.98454784816555,14.557671567780723,18.66029819921533
132,4.5,2.5,0.3883356131460805,0.7668886345105108,1.1994491407294263,3.074907347464286,5.087971840355513,7.811765989456689,11.191626789112242,17.434332400135915,16.610003998014466
133,5.5,2.5,0.3979169621127288,0.6897244790753948,1.242767937143288,2.846803471689692,4.76548969189226,7.916522022798765,11.488548358775757,16.252757643829614,18.137395012182793
134,6.5,2.5,0.40286272142487806,0.8351675655647968,1.5548993878619153,3.5901823009164318,5.8635732440962745,8.165041448554248,13.672039594991272,18.795492594704076,22.411783046693927
135,7.5,2.5,0.5778985698916991,1.0063204659834841,2.2103870868590354,5.106192386270306,9.640276509951272,12.397747715733438,17.94442703456261,25.51495695368512,31.524549307605874
136,8.5,2.5,0.799716727322059,1.2370698852483746,3.2037725930285457,6.491145616339336,11.063626821437875,15.849215954701872,22.355448360625598,26.35247462232389,33.23128399463475
137,9.5,2.5,0.5628092479660424,0.9237285984462346,1.8442324146589217,5.539595687654061,8.16192826758083,13.616568085259727,18.56631159891315,23.7976954687284,31.349373820626568
138,10.5,2.5,0.4727723643936367,0.7857679217610763,1.9024580721781705,5.015799134818429,8.015819336936339,10.876478816554325,19.75607936594318,29.940951477995696,36.87564396988805
139,11.5,2.5,0.41632157989405616,0.8807313805516576,2.2662205359084653,5.486951580497501,10.786195133933466,10.623575231697524,19.64065992570668,30.49370071075213,31.87832875372481
140,12.5,2.5,0.41288054504232746,0.8194339994224379,1.636138981867612,4.633886354520269,7.871782210045419,10.274805409992949,18.048104150681212,23.68474479365121,27.67027253843333
141,13.5,2.5,0.42846267611400973,0.8443695251010773,1.22127563509354,3.0556518980436422,4.169456395907847,7.211492924407652,12.870917767539298,20.73591096331202,22.001730574219465
142,14.5,2.5,0.4014587836238949,0.6741095881511507,1.2720525044250557,4.178475071092751,5.780824276004048,7.9839344557529115,11.986664368366515,19.259673600261692,21.015325491267276
143,15.5,2.5,0.5390522543423881,0.9860946355911469,1.9587970073717156,5.192841462765366,7.860701697425289,10.432380959727169,16.83052611967561,25.4395136293857,27.433975204542882
144,16.5,2.5,0.7920021572689363,1.3453903554439608,3.2029383887999434,6.544146894258716,12.228227985352632,13.970278496655103,20.1039798180212,28.284613033178235,31.232104371838854
145,17.5,2.5,0.5744259233056694,1.1084141738699078,2.5839934233680366,6.120005548917228,9.617115368979372,13.77876272576445,18.742600037933197,26.926531072066837,28.33601911293416
146,18.5,2.5,0.572162615784963,1.0671220837690756,2.88265286567082,6.6968623492524735,11.009529697109638,14.357163812839977,16.033332461957315,27.646915397219672,28.244725605951086
147,19.5,2.5,0.49437552305815025,0.9906543438480061,2.540642001719245,5.4897266272124625,9.838736829664368,10.623618987500254,14.778745639940855,23.984185596018946,23.821476218425893
148,20.5,2.5,0.37247794167773196,0.8127097901777831,2.089265010666669,5.709295079691049,8.657085229363187,10.762930060096084,15.134241476355871,24.76448761429391,24.682468671606223
149,21.5,2.5,0.380131293113638,0.8128587895211314,1.65987509540558,4.90137320067647,7.394019274558729,10.856072788239974,15.986193541225648,28.83943792261528,27.520266382651705
150,22.5,2.5,0.5435299066157084,0.9034153316360226,1.8333851310519607,4.834743148823634,7.892258686080888,13.633519455179831,20.449259336123323,29.572315545530422,35.33239820218125
151,23.5,2.5,0.8394753543789432,1.2574601922645219,3.762788115575127,8.627652854241429,12.449347204809945,18.32566644760792,25.817894858048305,31.93811351108008,42.174131147872735
152,24.5,2.5,0.7851079831197312,1.2144909521350922,3.620316165427686,7.524573941814466,12.340032627873567,17.024468475896864,24.055296496482978,34.505358080336876,35.74200160521723
153,25.5,2.5,0.5626445325962791,0.9279593890981386,1.9359321057913221,5.170752616240251,8.075466395565222,13.598142578687543,17.35089397292239,28.456530156545917,31.330525241972364
154,26.5,2.5,0.3959895874215298,0.756761416440536,1.4630605108964194,3.995856394879229,6.224151374906679,9.496643351779422,13.031094769386415,20.27863748813144,23.733229777118783
155,27.5,2.5,0.3970225478617989,0.8548449536637145,1.43477472667798,3.8746639992901786,5.901664428996317,9.964854945885513,12.789008397762158,19.67981686172203,20.382125159918598
156,28.5,2.5,0.49632775211424485,0.8683673055005178,1.452160207612992,3.5110225498577727,6.589202941050823,10.36858274048069,13.327060180682162,17.656641873641377,20.146906301030143
157,29.5,2.5,0.4470142965954075,1.0103716743026445,1.2558991322201296,3.76710133546044,6.090725935885862,7.935395629480916,13.791719229010164,19.2872246291353,22.535165161586075
158,30.5,2.5,0.46662524185553533,1.0224559740961496,1.514333021423193,3.9413881504810298,6.400194782571769,10.274318753009412,14.075031072189955,22.307119272074,25.902593639526135
159,31.5,2.5,0.5509728710781937,1.194333425200239,1.7562459637896322,4.704479429415027,8.43709176143659,10.582334022244577,18.18363368464722,24.33297577971982,30.71833613076525
160,32.5,2.5,0.49191155416536125,1.1236014924997664,1.5828326304751772,4.736242647218559,7.423243958430371,11.202103938720095,16.13781546459059,26.5493165802349,28.669760488861886
161,33.5,2.5,0.6581597693654766,1.4765651742894055,1.6206294612754808,4.813665847495233,10.07837539573075,14.172396324067611,23.2443773979713,32.31720538860777,32.68226781075414
162,34.5,2.5,0.8924093458269137,1.823250597863264,2.428886178749717,4.9400983156883935,10.54604841136261,20.668019521989855,25.003807587643426,36.594590238132625,41.257388500514864
163,35.5,2.5,0.6541901182073557,1.217031926184895,2.125010896259633,5.590146967289568,12.166423209820705,16.19126557930061,22.791132789161498,26.673979397005247,37.938615322399784
164,36.5,2.5,0.9749999994875727,1.7842931239116588,3.8020032552800775,9.689487476568944,15.317852024879521,27.86660945851242,34.650829439685864,38.40162630419371,61.15629905653316
